reports, acn, state, facility_website, main_activities, facility_id, postcode, abn, jurisdiction_code, jurisdiction_facility_id, primary_anzsic_class_code, first_report_year, facility_name, suburb, primary_anzsic_class_name, longitude, latitude, street_address, registered_business_name
12,null,"QLD","http://www.sunshinecoast.qld.gov.au/","Landfill","510778","4559","37876973913","QLD","Q058MSC010","2921","2000/2001","Woombye Landfill","Woombye","Waste Treatment and Disposal Services",152.954444,-26.652778,"LAIDLAW RD","SUNSHINE COAST REGIONAL COUNCIL"
17,"010421879","QLD","http://www.sunstatecement.com.au","Cement Grinding ie. the production of Portland and Blended Cements by the intergrinding of Portland cement clinker, blastfurnace slag, flyash, gypsum and limestone.","509288","4178","58010421879","QLD","Q050SCE001","2031","2000/2001","SUNSTATE CEMENT LTD","Wynnum","Cement and Lime Manufacturing",153.163,-27.388,"BULK TERMINALS DR FISHERMANS ISLAND","SUNSTATE CEMENT LTD"
2,"062194405","QLD","http://www.sunstatesands.com.au","Mining and processing of silica sand","624744","4670","96062194405","QLD","Q056SSB001","0990","2015/2016","Bundaberg Sand Mine","Coonarr","Other Non-Metallic Mineral Mining and Quarrying",152.4986,-25.0063,"Palm Beach Road","SUNSTATE SANDS BUNDABERG PTY LTD"
3,null,"WA",null,"Piggery","541814","6214","19008971670","WA","WA0327","0192","1999/2000","Supa Porka Producers","Coolup","Pig Farming",115.868056,-32.748889,"Lot 128 Collins Road","SUPA PORKA PRODUCERS"
10,null,"WA","http://www.supalux.com.au","coatings manufacture","555492","6105","40127227007","WA","WA1093","1916","2007/2008","SUPALUX Paint Co PTY LTD","Kewdale","Paint and Coatings Manufacturing",115.9658,-31.9757,"9-11 Tipping Road","SUPALUX PAINT CO PTY LTD"
16,"154686772","QLD",null,"Value adding and kiln drying of sawn hoop pine","508328","4570","95154686772","QLD","Q039HYN006","1413","2000/2001","Melawondi Dry Mill (Mary Valley Operations)","Imbil","Timber Resawing and Dressing",152.662,-26.412,"Melawondi Road","SUPERIOR WOOD PTY LTD"
14,"137783914","VIC","http://swim.com.au/supreme/","Flexographic printing","526012","3168","59137783914","VIC","00004193","1611","2003/2004","Supreme Packaging","Clayton","Printing",145.119028,-37.939007,"522-534 CLAYTON RD","SUPREME PACKAGING PTY LTD"
14,null,"VIC","http://www.surfcoast.vic.gov.au","Landfill and transfer station","532132","3230","18078461409","VIC","00006993","2921","2001/2002","Anglesea Landfill","Anglesea","Waste Treatment and Disposal Services",144.200843,-38.385657,"COALMINE RD","SURF COAST SHIRE COUNCIL"
11,null,"NSW",null,"Cattle feedlot","484130","2832","18179812201","NSW","1118","0143","2006/2007","Kia Ora Feedlot","Walgett","Beef Cattle Feedlots (Specialised)",147.396955,-29.966312,"Brewarrina Road","SWAIN FARMS PTY LTD"
9,"008779735","WA","http://www.swanregionalservices.com.au","Animal by-products manufacturing","545568","6055",null,"WA","WA0671","1111","2002/2003","Swan Regional Services","Hazelmere","Meat Processing",116.005278,-31.918889,"141 TALBOT RD","SWAN REGIONAL SERVICES PTY LTD"
12,null,"QLD",null,"Pork killing and boning","507786","4610","35009678693","QLD","Q033SWI001","1111","2005/2006","Swickers Kingaroy Bacon Factory","Kingaroy","Meat Processing",151.859131,-26.542911,"206 KINGAROY BARKERS CREEK ROAD","SWICKERS KINGAROY BACON FACTORY PTY LTD"
16,null,"NSW","http://www.sydneyairport.com.au","Airport and aviation related activities.","494046","2020","62082578809","NSW","785","5220","2001/2002","Sydney (Kingsford Smith) Airport","Mascot","Airport Operations and Other Air Transport Support Services",151.178964,-33.937335,"10 Arrivals Court  Sydney International Airport ","SYDNEY AIRPORT CORPORATION LIMITED"
9,null,"NSW","http://www.sydgal.com","Galvanizing","558552","2170","36140927340","NSW","983","2293","2008/2009","Sydney Galvanizing Pty Limited","Prestons","Metal Coating and Finishing",150.882167,-33.932804,"12 Ash Road","SYDNEY GALVANIZING PTY LIMITED"
19,"001351793","NSW",null,"Petroleum product storage and wholesaling.","486898","2128","38001351793","NSW","290","3321","1998/1999","Silverwater Terminal","Silverwater","Petroleum Product Wholesaling",151.05362,-33.830648,"Cnr Holker and Newington Street","SYDNEY METROPOLITAN PIPELINE PTY LTD"
12,null,"NSW","http://www.sydneywater.com.au","Primary sewage treatment with chemically assisted sedimentation and hypochlorite disinfection, and sodium metabisulfide dechlorination.","485342","2518","49776225038","NSW","19","2812","1998/1999","Bellambi Sewage Treatment Plant","Bellambi","Sewerage and Drainage Services",150.927232,-34.369935,"Armour Street","SYDNEY WATER CORPORATION"
6,null,"NSW","http://www.sydneywater.com.au","Biological treatment with microfiltration and disinfection.","490050","2785","49776225038","NSW","500","2812","2000/2001","Blackheath Sewage Treatment Plant","Blackheath","Sewerage and Drainage Services",150.300418,-33.619053,"Robb St and Bettington Rd","SYDNEY WATER CORPORATION"
19,null,"NSW","http://www.sydneywater.com.au","Secondary biological sewage treatment with chlorine disinfection","496014","2533","49776225038","NSW","95","2812","1998/1999","Bombo Sewage Treatment Plant","Bombo","Sewerage and Drainage Services",150.85967,-34.651222,"Darien Avenue","SYDNEY WATER CORPORATION"
19,null,"NSW","http://www.sydneywater.com.au","Primary sewage treatment plant.","495340","2026","49776225038","NSW","89","2812","1998/1999","Bondi Sewage Treatment Plant","Bondi","Sewerage and Drainage Services",151.284456,-33.885688,"Military Road","SYDNEY WATER CORPORATION"
8,null,"NSW","http://www.sydneywater.com","Sewage treatment","564852","2083","49776225038","NSW","1232","2812","2009/2010","Brooklyn Sewage Treatment Plant","Brooklyn","Sewerage and Drainage Services",151.196,-33.5517,"Lot 4 Brooklyn Road","SYDNEY WATER CORPORATION"
15,null,"NSW","http://www.sydneywater.com.au","Coagulation and flocculation, filtration (dual media), chlorination, fluoridation.","492524","2780","49776225038","NSW","676","2811","2001/2002","Cascade Water Filtration Plant","Katoomba","Water Supply",150.301721,-33.692251,"off Mort Street","SYDNEY WATER CORPORATION"
19,null,"NSW","http://www.sydneywater.com.au","Tertiary biological treatment with phosphorus removal and UV disinfection.","494100","2154","49776225038","NSW","79","2812","1998/1999","Castle Hill Sewage Treatment Plant","Kellyville","Sewerage and Drainage Services",150.983147,-33.712275,"Lot 1 Wrights Road","SYDNEY WATER CORPORATION"
19,null,"NSW","http://www.sydneywater.com.au","Tertiary biological treatment with phosphorus removal and UV disinfection.","495466","2231","49776225038","NSW","90","2812","1998/1999","Cronulla Sewage Treatment Plant","North Cronulla","Sewerage and Drainage Services",151.163898,-34.030803,"Adjacent to Captain Cook Drive","SYDNEY WATER CORPORATION"
12,null,"NSW","http://www.sydneywater.com.au","Stormwater treatment plant","492478","2165","49776225038","NSW","670","2812","2001/2002","Fairfield Sewage Treatment Plant","Fairfield","Sewerage and Drainage Services",150.952968,-33.880216,"Off Symons Street","SYDNEY WATER CORPORATION"
7,"776225038","NSW","http://www.sydneywater.com.au","Tertiary biological treatment with phosphorus removal and disinfection.","494208","2773","49776225038","NSW","80","2812","1998/1999","Glenbrook Sewage Treatment Plant","Glenbrook","Sewerage and Drainage Services",150.630276,-33.763058,"Great Western Highway","SYDNEY WATER CORPORATION"
16,null,"NSW","http://www.sydneywater.com.au","Secondary biological treatment with oxidation pond and disinfection.","487908","2564","49776225038","NSW","365","2812","1999/2000","Glenfield Sewage Treatment Plant","Macquarie Fields","Sewerage and Drainage Services",150.903662,-33.986046,"Victoria Road","SYDNEY WATER CORPORATION"
19,null,"NSW","http://www.sydneywater.com.au","Tertiary biological treatment with phosphorus removal and disinfection.","494334","2079","49776225038","NSW","81","2812","1998/1999","Hornsby Heights Sewage Treatment Plant","Hornsby Heights","Sewerage and Drainage Services",151.103413,-33.66822,"Pike Road","SYDNEY WATER CORPORATION"
18,null,"NSW","http://www.sydneywater.com.au","Secondary biological treatment with oxidation pond and disinfectant.","487922","2170","49776225038","NSW","366","2812","1999/2000","Liverpool Sewage Treatment System","Liverpool","Sewerage and Drainage Services",150.937134,-33.920022,"Scrivener Road","SYDNEY WATER CORPORATION"
7,null,"NSW","http://www.sydneywater.com.au","Coagulation, adsorption clarifiers (polystyrene beads), filtration (dual media), chlorination, fluoridation.","492536","2574","49776225038","NSW","679","2811","2001/2002","Nepean Water Filtration Plant","Bargo","Water Supply",150.600009,-34.307629,"Avon Dam Road","SYDNEY WATER CORPORATION"
19,null,"NSW","http://www.sydneywater.com.au","Primary sewage treatment plant.","495698","2095","49776225038","NSW","92","2812","1998/1999","North Head Sewage Treatment Plant","Manly","Sewerage and Drainage Services",151.302852,-33.808463,"Blue Fish Road","SYDNEY WATER CORPORATION"
14,null,"NSW","http://www.sydneywater.com.au","Tertiary biological sewage treatment plant with disinfection.","492486","2754","49776225038","NSW","672","2812","2001/2002","North Richmond Sewage Treatment Plant","North Richmond","Sewerage and Drainage Services",150.715906,-33.575487,"Cnr Bells Line of Road and Crooked Lane","SYDNEY WATER CORPORATION"
16,null,"NSW","http://www.sydneywater.com.au","Coagulation and flocculation, sedimentation/dissolved air flotation, filtration (dual media), granular activated carbon contactors, chlorination, fluoridation.","492546","2754","49776225038","NSW","680","2811","2001/2002","North Richmond Water Filtration Plant","North Richmond","Water Supply",150.710661,-33.587247,"Lot 112 Grose Vale Road","SYDNEY WATER CORPORATION"
8,null,"NSW","http://www.sydneywater.com.au","Coagulation and flocculation, filtration (dual media), chlorination, fluoridation.","492560","2749","49776225038","NSW","681","2811","2001/2002","Orchard Hills Water Filtration Plant","Orchard Hills","Water Supply",150.708488,-33.801612,"The Chase (off Wentworthville Road)","SYDNEY WATER CORPORATION"
19,null,"NSW","http://www.sydneywater.com.au","Tertiary biological treatment with disinfection.","494572","2750","49776225038","NSW","83","2812","1998/1999","Penrith Sewage Treatment Plant","Penrith","Sewerage and Drainage Services",150.692477,-33.740455,"Castlereagh Road","SYDNEY WATER CORPORATION"
12,null,"NSW","http://www.sydneywater.com.au","Tertiary biological sewage treatment plant with disinfection.","492496","2571","49776225038","NSW","673","2812","2001/2002","Picton Sewage Treatment Plant","Picton","Sewerage and Drainage Services",150.615322,-34.200895,"Remembrance Drive","SYDNEY WATER CORPORATION"
10,null,"NSW","http://www.sydneywater.com.au","Primary sewage treatment with chemically assisted sedimentation and hypochlorite disinfection and sodium metabisulfite dechlorination.","496100","2505","49776225038","NSW","96","2812","1998/1999","Port Kembla Sewage Treatment Plant","Port Kembla","Sewerage and Drainage Services",150.920008,-34.493487,"Red Point","SYDNEY WATER CORPORATION"
19,null,"NSW","http://www.sydneywater.com.au","Tertiary biological treatment with disinfection","494708","2763","49776225038","NSW","84","2812","1998/1999","Quakers Hill Sewage Treatment Plant","Quakers Hill","Sewerage and Drainage Services",150.878044,-33.734795,"Cnr Quakers Road and Riley Place","SYDNEY WATER CORPORATION"
5,"004125231","VIC",null,"Commercial sheet fed printing","531076","3125","53004125231","VIC","00006708","1611","2001/2002","Blue Star Print","Burwood","Printing",145.108662,-37.855032,"125 HIGHBURY RD","THE CRAFTSMAN PRESS P/L"
16,null,"NSW","http://www.sydneywater.com.au","Tertiary biological treatment with disinfection.","490226","2753","49776225038","NSW","513","2812","2000/2001","Richmond Sewage Treatment Plant","Richmond","Sewerage and Drainage Services",150.765871,-33.607066,"Off Bourke Street","SYDNEY WATER CORPORATION"
16,null,"NSW","http://www.sydneywater.com.au","Tertiary biological treatment with disinfection.","491188","2765","49776225038","NSW","578","2812","2000/2001","Riverstone Sewage Treatment Plant","Vineyard","Sewerage and Drainage Services",150.84751,-33.654393,"Bandon Road","SYDNEY WATER CORPORATION"
16,null,"NSW","http://www.sydneywater.com.au","Tertiary biological sewage treatment plant with disinfection.","492506","2155","49776225038","NSW","674","2812","2001/2002","Rouse Hill Sewage Treatment Plant","Rouse Hill","Sewerage and Drainage Services",150.923663,-33.66934,"Mile End Road","SYDNEY WATER CORPORATION"
19,null,"NSW","http://www.sydneywater.com.au","Secondary biological sewage treatment with chlorine disinfection.","496120","2529","49776225038","NSW","97","2812","1998/1999","Shellharbour Sewage Treatment System","Shellharbour","Sewerage and Drainage Services",150.865198,-34.569139,"Junction Road","SYDNEY WATER CORPORATION"
7,null,"NSW",null,"Treatment processes include ultrafiltration and reverse osmosis","582748","2760","49776225038","NSW","1308","2812","2010/2011","St Marys Advanced Water Treatment Plant","St Marys","Sewerage and Drainage Services",150.768369,-33.73625,"Lot 1 Links Road","SYDNEY WATER CORPORATION"
19,null,"NSW","http://www.sydneywater.com.au","Tertiary biological sewage treatment with disinfection.","494824","2760","49776225038","NSW","85","2812","1998/1999","St Marys Sewage Treatment Plant","St Marys","Sewerage and Drainage Services",150.770295,-33.735942,"Off Links Road","SYDNEY WATER CORPORATION"
4,null,"NSW","http://www.sydneywater.com.au","Raw water chlorine disinfection","564844","2752","49776225038","NSW","1231","2811","2013/2014","WT16 Warragamba Chlorination Plant","Warragamba","Water Supply",150.596,-33.9129,"Silverdale Road","SYDNEY WATER CORPORATION"
5,null,"NSW","http://www.sydneywater.com.au","Tertiary Biological treatment plat with phosphorous removal and UV disinfection","564854","2745","49776225038","NSW","1233","2812","2011/2012","Wallacia Sewage Treatment Plant","Wallacia","Sewerage and Drainage Services",150.6142529931,-33.8726290273,"Norton Basins Road","SYDNEY WATER CORPORATION"
1,null,"NSW","http://www.sydneywater.com.au","Tertiary biological sewage treatment plant with tertiary filter and UV disinfection (236 ML/year)","492520","2752","49776225038","NSW","675","2812","2001/2002","Warragamba Sewage Treatment Plant","Warragamba","Sewerage and Drainage Services",150.605853,-33.87867,"End Of Weir Road","SYDNEY WATER CORPORATION"
3,null,"NSW","http://www.sydneywater.com.au","Coagulation and flocculation, filtration (dual media), chlorination, fluoridation.","492568","2752","49776225038","NSW","682","2811","2001/2002","Warragamba Water Filtration Plant","Warragamba","Water Supply",150.599041,-33.891133,"23rd Street","SYDNEY WATER CORPORATION"
19,null,"NSW","http://www.sydneywater.com.au","Secondary biological treatment with disinfection.","495812","2102","49776225038","NSW","93","2812","1998/1999","Warriewood Sewage Treatment Plant","Warriewood","Sewerage and Drainage Services",151.299566,-33.692025,"Warriewood Road","SYDNEY WATER CORPORATION"
19,null,"NSW","http://www.sydneywater.com.au","Tertiary biological treatment with tertiary filter and disinfection.","494948","2570","49776225038","NSW","86","2812","1998/1999","West Camden Sewage Treatment Plant","West Camden","Sewerage and Drainage Services",150.678444,-34.058536,"Cnr Sheathers and Ferguson Roads","SYDNEY WATER CORPORATION"
19,null,"NSW","http://www.sydneywater.com.au","Tertiary biological treatment with tertiary filter and disinfection.","495076","2077","49776225038","NSW","87","2812","1998/1999","West Hornsby Sewage Treatment Plant","West Hornsby","Sewerage and Drainage Services",151.081629,-33.70076,"Off Valley Road","SYDNEY WATER CORPORATION"
19,null,"NSW","http://www.sydneywater.com.au","Tertiary biological treatment with tertiary filter and disinfection.","495214","2777","49776225038","NSW","88","2812","1998/1999","Winmalee Sewage Treatment Plant","Winmalee","Sewerage and Drainage Services",150.623243,-33.676411,"Off Hawkesbury Road","SYDNEY WATER CORPORATION"
19,null,"NSW","http://www.sydneywater.com.au","Secondary biological sewage treatment with chlorine disinfection.","496198","2520","49776225038","NSW","98","2812","1998/1999","Wollongong Sewage Treatment System","Wollongong East","Sewerage and Drainage Services",150.898473,-34.442068,"Port Kembla Road","SYDNEY WATER CORPORATION"
18,"092560819","SA",null,"Generation of electrical energy","515348","5094","66092560819","SA","SA0061","2611","1999/2000","Dry Creek Gas Power Station","Dry Creek","Fossil Fuel Electricity Generation",138.581747,-34.847531,"Rumble Street","SYNERGEN POWER PTY LIMITED"
18,"092560819","SA",null,"Generation of electrical energy","519436","5415","66092560819","SA","SA0341","2611","1999/2000","Mintaro Power Station","Stanley","Fossil Fuel Electricity Generation",138.737441,-33.903129,"57 Wockie Creek Road","SYNERGEN POWER PTY LIMITED"
18,"092560819","SA",null,"Generation of electrical energy","519454","5607","66092560819","SA","SA0342","2611","1999/2000","Port Lincoln Power Station","Boston","Fossil Fuel Electricity Generation",135.8047,-34.700024,"147 Pound Lane","SYNERGEN POWER PTY LIMITED"
18,"092560819","SA",null,"Generation of electrical energy","519472","5280","66092560819","SA","SA0343","2611","1999/2000","Snuggery Power Station","Millicent","Fossil Fuel Electricity Generation",140.416577,-37.664464,"Lots 1 & S Hundred of Mayurra","SYNERGEN POWER PTY LIMITED"
7,"123782445","QLD",null,"Coal mining","577304","4413","21123782445","QLD","Q020SYN001","0600","2010/2011","Yancoal - Cameby Downs","Chinchilla","Coal Mining",150.33736,-26.64933,"Ryalls Road","SYNTECH HOLDINGS PTY LTD"
4,"005043032","VIC",null,"Textile dyeing and finishing","524090","3068","70005043032","VIC","00004013","1334","2002/2003","SYNTHETIC DYEWORKS INDUSTRIES P/L","Clifton Hill","Textile Finishing and Other Textile Product Manufacturing",145.000019,-37.79556,"169 NOONE ST","SYNTHETIC DYEWORKS INDUSTRIES P/L"
2,null,"QLD",null,"Pig Farming","512934","4605","4137623943 ","QLD","Q064ILP025","0192","2003/2004","Morning Hills","Windera Via Murgon","Pig Farming",151.812222,-26.030556,"592 Morgans Road","T & R M MCANTEE"
11,null,"WA",null,"Feedlotting and backgrounding cattle.","547164","6220","96628143614","WA","WA0962","0143","2006/2007","Lake Preston Feedlot","Myalup","Beef Cattle Feedlots (Specialised)",115.709585,-32.968353,"Lot 17 Old Coast Road","T W PEARSON AND SON"
9,null,"WA",null,"Feedlotting, backgrounding, and live export depot","561446","6521","96628143614","WA","WA1144","0143","2008/2009","Twyata Pool Feedlot","Badgingarra","Beef Cattle Feedlots (Specialised)",115.4901,-30.3465,"Brand Highway","T W PEARSON AND SON"
9,"115743345","TAS",null,"Rotary Veneer Mill","549618","7116","58115743345","TAS","Tas 446","1493","2007/2008","Huon Mill","Geeveston","Veneer and Plywood Manufacturing",146.48,-43.03,"Southwood Road","TA ANN TASMANIA"
6,"115743345","TAS",null,"Rotary Veneer Mill","569034","7330","58115743345","TAS","Tas 481","1493","2009/2010","Ta Ann Smithton","Smithton","Veneer and Plywood Manufacturing",145.1414619002,-40.8632875968,"1 Marthicks Road","TA ANN TASMANIA"
9,"005517019","VIC",null,"Meat processing","527452","3995","85005517019","VIC","00004390","1111","2004/2005","Tabro Meat","Lance Creek","Meat Processing",145.675874,-38.546797,"2140 KORUMBURRA-WONTHAGGI RD","TABRO MEAT PTY LTD"
15,"005893112","VIC","http://www.ti-films.com","Manufacture of polypropylene film","535072","3690","51005893112","VIC","00020295","1911","2002/2003","Taghleef Industries - Wodonga","Wodonga","Polymer Film and Sheet Packaging Material Manufacturing",146.860759,-36.106062,"11 MOLONEY DR","TAGHLEEF INDUSTRIES PTY LTD"
13,"004194790","VIC","http://www.tahbilk.com.au","Winery","531532","3607","98004194790","VIC","00006858","1214","2004/2005","Tahbilk Estate","Tabilk","Wine and Other Alcoholic Beverage Manufacturing",145.085685,-36.824523,"CHATEAU TAHBILK TABILK RD","TAHBILK PROPRIETARY LIMITED"
17,null,"NSW","http://www.tahmoorcoal.com.au","Underground coal mine; coal preparation plant; reject (stone) disposal area (landfill site).","489632","2574","97076663968","NSW","473","0600","2000/2001","Tahmoor Coal Mine","Tahmoor","Coal Mining",150.577068,-34.249129,"Remembrance Drive","TAHMOOR COAL PTY LIMITED"
11,null,"NSW",null,"Livestock intensive industries - piggery","496286","2646","49639214094","NSW","990","0192","2004/2005","Wangamong Piggery","Oaklands","Pig Farming",146.245009,-35.632429,"Wangamong St","TAIT SIMPSON PARTNERS"
12,"125585284","WA","http://www.talison.com.au","Tantalum and lithium mining and processing","539468","6254","56125585284","WA","WA0167","0809","1998/1999","Greenbushes Operations","Greenbushes","Other Metal Ore Mining",116.055556,-33.861111,"MARANUP FORD RD","TALISON GREENBUSHES PTY LTD"
7,"139401308","WA","http://www.talisonlithium.com","Lithium mining and processing","575978","6254","39139401308","WA","WA1239","0809","2010/2011","Greenbushes Operations","Greenbushes","Other Metal Ore Mining",116.055556,-33.861111,"Maranup Ford Road","TALISON LITHIUM AUSTRALIA PTY LTD"
4,"009115011","WA",null,"Egg farm","544544","6725","93009115011","WA","WA0576","0172","2002/2003","North West Eggs","Broome","Poultry Farming (Eggs)",122.242778,-17.916389,"32 Fairway Drive","TAMARAMA HOLDINGS PTY LTD"
14,null,"NSW",null,"Water treatment for potable town water supply","495738","2340","52631074450","NSW","922","2811","2003/2004","Calala Water Treatment Plant Tamworth","Tamworth","Water Supply",150.938,-31.125,"Calala Lane","TAMWORTH REGIONAL COUNCIL"
10,null,"NSW","http://www.tamworth.nsw.gov.au","Municipal wastewater treatment","492750","2340","52631074450","NSW","698","2812","2001/2002","North Tamworth Wastewater Plant","Tamworth","Sewerage and Drainage Services",150.910644,-31.075283,"Swan Street","TAMWORTH REGIONAL COUNCIL"
16,null,"NSW","http://www.tamworth.nsw.gov.au","Municipal wastewater treatment","492764","2340","52631074450","NSW","699","2812","2001/2002","Westdale Wastewater Treatment Plant","Tamworth","Sewerage and Drainage Services",150.871167,-31.079126,"Wallamore Road","TAMWORTH REGIONAL COUNCIL"
13,null,"NT","http://www.tanami.com.au","Exploration Drilling","498080","0872","45063213598","NT","NT450","0804","2001/2002","Central Tanami Project","Alice Springs Roadside Delivery","Gold Ore Mining",129.712099,-19.967609,"670KM NW OF","TANAMI EXPLORATION NL"
10,"000617176","WA","http://www.tanami.com.au","Gold ore processing","547156","6770","51000617176","WA","WA0960","0804","2006/2007","Coyote Gold Project","Tanami","Gold Ore Mining",128.920305,-19.89161,"Tanami Road, approx 280kms south east of Halls Creek","TANAMI GOLD NL"
13,"001278584","NSW","http://www.baiada.com.au","Poultry feed manufacture","494748","2340","51001278584","NSW","843","1192","2002/2003","Tangaratta Stockfeeds Pty Limited","Tamworth","Prepared Animal and Bird Feed Manufacturing",150.847139,-31.039983,"Lot 4 Wallamore Road","TANGARATTA STOCKFEEDS PTY LTD"
5,null,"WA","http://www.tankswest.com.au/","Water Tank Manufacture","586158","6155","80724415412","WA","WA1313","1919","2011/2012","Tanks West","Canning Vale","Other Polymer Product Manufacturing",115.921533,-32.06844,"7 Uppsala Place","TANKS WEST PTY LTD"
18,"007513813","SA","http://www.tarac.com.au","Distillation of grape spirit and recovery of wine tartrates","518146","5355","28007513813","SA","SA0251","1213","1999/2000","TARAC SAMUEL ROAD","Nuriootpa","Spirit Manufacturing",138.971389,-34.475,"LOT 609 SAMUEL RD","TARAC TECHNOLOGIES PTY LTD"
18,"007513813","SA","http://www.tarac.com.au","Distillation of grape spirit","518114","5355","28007513813","SA","SA0249","1213","1999/2000","TARAC TANUNDA ROAD","Nuriootpa","Spirit Manufacturing",138.988957,-34.480498,"LOT 1 TANUNDA RD","TARAC TECHNOLOGIES PTY LTD"
16,"007513813","SA","http://www.tarac.com.au","Distillation of grape alcohol","518132","5344","28007513813","SA","SA0250","1213","1999/2000","Tarac - Berri","Glossop","Spirit Manufacturing",140.546883,-34.280686,"SECTIONS 1126 & 1186 WINKIE RD","TARAC TECHNOLOGIES PTY LTD"
16,"007513813","NSW","http://www.tarac.com.au","Processing of grape alcohol for use in fortifying spirit and brandy.","489460","2680","28007513813","NSW","462","1213","2000/2001","Tarac Distillery Griffith","Griffith","Spirit Manufacturing",146.106326,-34.25071,"44 Beelbangera Road","TARAC TECHNOLOGIES PTY LTD"
1,"137063140","SA","http://wpgresources.com.au/projects/tarcoola-gold-project/","Mining of gold ore","631902","5710","22137063140","SA","SA0695","0804","2016/2017","Tarcoola Gold Mine","Tarcoola","Gold Ore Mining",134.5195144,-30.70585684,"Railway Terrace","TARCOOLA GOLD PTY LTD"
14,"008013901","SA","http://www.tarmac.com.au","Sawmilling, timber treatment, timber drying, timber sales","517644","5037","17008013901","SA","SA0215","1413","2003/2004","Tarmac SA","North Plympton","Timber Resawing and Dressing",138.539444,-34.958889,"51 Kinkaid Ave","TARMAC (S.A.) PTY. LTD."
11,"100742185","NSW","http://www.whitehavencoal.com.au","Open cut coal mining","483884","2382","73100742185","NSW","1075","0600","2006/2007","Tarrawonga Coal Mine","Boggabri","Coal Mining",150.1631610826,-30.6359430421,"Goonbri Road","TARRAWONGA COAL PTY LTD"
12,"135318204","TAS","http://www.paperlinx.com.au","Pulp and Paper Manufacture","520900","7307","65135318204","TAS","TAS 12","1510","1998/1999","Australian Paper Wesley Vale Mill","Wesley Vale","Pulp, Paper and Paperboard Manufacturing",146.451547,-41.17831,"226 MILL RD","TAS PAPER PTY LTD"
12,"135318204","TAS","http://www.paperlinx.com.au","Paper Manufacture","520856","7320","65135318204","TAS","TAS 11","1510","1998/1999","Tas Paper Burnie Mill","Burnie","Pulp, Paper and Paperboard Manufacturing",145.916329,-41.065161,"MARINE TCE","TAS PAPER PTY LTD"
3,"070478625","VIC",null,"Petroleum product storage and wholesaling","530414","3490","73070478625","VIC","00004826","3321","1998/1999","TASCO INLAND AUST P/L","Ouyen","Petroleum Product Wholesaling",142.31743,-35.068402,"MOBIL DEPOT FARRELL ST","TASCO INLAND AUST P/L"
18,"070478625","SA",null,"PETROLEUM PRODUCT STORAGE & WHOLESALING","518720","5268","73070478625","SA","SA0292","3321","1998/1999","BORDERTOWN","Bordertown","Petroleum Product Wholesaling",140.762222,-36.301111,"DUKES HWY","TASCO INLAND AUSTRALIA PTY LTD"
18,"070478625","VIC",null,"Petroleum product storage and wholesaling","530564","3672","73070478625","VIC","00004843","3321","1998/1999","Caltex Benalla Depot","Benalla","Petroleum Product Wholesaling",145.995842,-36.535512,"34 SYDNEY RD","TASCO INLAND AUSTRALIA PTY LTD"
19,"070478625","VIC",null,"Petroleum product storage and wholesaling","530354","3500","73070478625","VIC","00004823","3321","1998/1999","Caltex Mildura Depot","Mildura","Petroleum Product Wholesaling",142.157118,-34.189944,"MOBIL DEPOT 220 TENTH ST","TASCO INLAND AUSTRALIA PTY LTD"
19,"070478625","VIC",null,"Petroleum product storage and wholesaling","530394","3585","73070478625","VIC","00004825","3321","1998/1999","Caltex Swan Hill Depot","Swan Hill","Petroleum Product Wholesaling",143.556857,-35.323533,"3 JENNINGS RD","TASCO INLAND AUSTRALIA PTY LTD"
14,"070478625","VIC",null,"Petroleum product storage and wholesaling","530374","3550","73070478625","VIC","00004824","3321","1998/1999","Mobil Bendigo Depot","Bendigo","Petroleum Product Wholesaling",144.25065,-36.738741,"MOBIL DEPOT 49 SANDHURST RD","TASCO INLAND AUSTRALIA PTY LTD"
18,"070478625","SA",null,"PETROLEUM PRODUCT STORAGE & WHOLESALING","518738","5271","73070478625","SA","SA0293","3321","1998/1999","NARACOORTE","Naracoorte","Petroleum Product Wholesaling",140.755,-36.9525,"237 SMITH ST","TASCO INLAND AUSTRALIA PTY LTD"
19,"070478625","SA",null,"Petroleum Product Wholesaling","519350","5341","73070478625","SA","SA0333","3321","1998/1999","Renmark Depot t/as Caltex South East","Renmark","Petroleum Product Wholesaling",140.738141,-34.18227,"52 TWENTY FIRST ST","TASCO INLAND AUSTRALIA PTY LTD"
17,"070478625","VIC","http://www.tascopetroleum.com.au","Hydrocarbon Storage and Distribution","529522","3630","73070478625","VIC","00004741","3321","1998/1999","Shepparton Depot","Shepparton","Petroleum Product Wholesaling",145.411899,-36.35789,"17-29 MCGILL ST","TASCO INLAND AUSTRALIA PTY LTD"
7,null,"SA",null,"Poultry Farming","575890","5550","83663821723","SA","SA0593","0171","2010/2011","Markou Farms","Beaufort","Poultry Farming (Meat)",138.19067,-34.115358,"Lot 54 Hundred of Goyder","THE TRUSTEE FOR THE MARKOU RURAL TRUST"
19,"070478625","VIC","http://www.tascopetroleum.com.au","Petroleum product wholesaling","529920","3550","73070478625","VIC","00004781","3321","1998/1999","South East Bendigo","Bendigo","Petroleum Product Wholesaling",144.253093,-36.827112,"45 SANDHURST RD","TASCO INLAND AUSTRALIA PTY LTD"
